race_analysis_id,driver,team,pit_stop_number,pit_lap,compound_from,compound_to,stint_length_before,position_before_pit,position_after_cycle,net_position_change,estimated_pit_loss_s,undercut_overcut_label,rejoin_risk,traffic_penalty_proxy_s,strategy_effect,confidence,weakest_assumption
2026-01-albert_park,ALB,Williams,1,12,MEDIUM,HARD,12,12,12,0,39.633,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-01-albert_park,SAI,Williams,2,33,HARD,MEDIUM,22,14,15,-1,32.477,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-01-albert_park,SAI,Williams,3,45,MEDIUM,SOFT,12,15,15,0,40.335,neutral stop,high,10.077,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-01-albert_park,STR,Aston Martin,1,11,MEDIUM,HARD,11,19,17,2,55.137,gained after stop,high,10.915,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-01-albert_park,STR,Aston Martin,2,26,HARD,SOFT,15,17,17,0,28.881,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-01-albert_park,STR,Aston Martin,3,34,SOFT,SOFT,8,17,17,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-01-albert_park,STR,Aston Martin,4,39,SOFT,SOFT,5,17,17,0,15.274,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-01-albert_park,VER,Red Bull Racing,1,18,HARD,MEDIUM,18,7,6,1,24.723,gained after stop,medium,0.0,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-01-albert_park,VER,Red Bull Racing,2,41,MEDIUM,HARD,23,5,6,-1,13.567,lost after stop,medium,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,ALO,Aston Martin,1,31,HARD,MEDIUM,31,17,,,,pit-cycle unknown,low,,Pit-cycle effect is unavailable.,0.38,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,ANT,Mercedes,1,10,MEDIUM,HARD,10,1,1,0,63.554,neutral stop,low,53.397,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,BEA,Haas F1 Team,1,10,MEDIUM,HARD,10,10,10,0,62.675,neutral stop,medium,42.86,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,BOT,Cadillac,1,10,MEDIUM,HARD,10,12,15,-3,46.766,lost after stop,high,21.541,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,COL,Alpine,1,32,HARD,MEDIUM,32,11,13,-2,2.874,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,GAS,Alpine,1,10,MEDIUM,HARD,10,5,9,-4,,lost after stop,medium,,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,HAD,Red Bull Racing,1,1,SOFT,HARD,1,18,18,0,26.045,neutral stop,high,0.607,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,HAD,Red Bull Racing,2,10,HARD,HARD,9,17,17,0,42.839,neutral stop,high,13.006,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,HAM,Ferrari,1,10,MEDIUM,HARD,10,3,5,-2,,lost after stop,low,,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,HUL,Audi,1,35,HARD,MEDIUM,35,10,16,-6,4.502,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,LAW,Racing Bulls,1,9,MEDIUM,HARD,9,11,13,-2,44.682,lost after stop,high,36.836,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,LEC,Ferrari,1,10,MEDIUM,HARD,10,4,7,-3,,lost after stop,medium,,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,LIN,Racing Bulls,1,42,HARD,MEDIUM,42,12,14,-2,1.697,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,OCO,Haas F1 Team,1,29,HARD,MEDIUM,29,12,14,-2,3.977,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,OCO,Haas F1 Team,2,46,MEDIUM,SOFT,17,13,15,-2,2.495,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,PER,Cadillac,1,11,MEDIUM,HARD,11,12,16,-4,78.173,lost after stop,high,39.56,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,RUS,Mercedes,1,10,MEDIUM,HARD,10,2,4,-2,69.57,lost after stop,low,53.229,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,SAI,Williams,1,9,MEDIUM,HARD,9,13,15,-2,42.83,lost after stop,high,36.459,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-02-shanghai,VER,Red Bull Racing,1,9,SOFT,HARD,9,12,14,-2,44.674,lost after stop,high,37.109,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,ALB,Williams,1,22,MEDIUM,HARD,22,13,17,-4,58.043,lost after stop,high,23.344,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,ALB,Williams,2,45,HARD,SOFT,23,17,19,-2,21.208,lost after stop,high,20.552,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,ALB,Williams,3,46,SOFT,SOFT,1,18,20,-2,42.374,lost after stop,high,22.671,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,ALB,Williams,4,47,SOFT,SOFT,1,19,20,-1,50.823,lost after stop,high,30.271,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,ALB,Williams,5,48,SOFT,SOFT,1,20,20,0,44.373,neutral stop,high,21.702,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,ALB,Williams,6,49,SOFT,MEDIUM,1,20,20,0,26.75,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,ALO,Aston Martin,1,21,MEDIUM,HARD,21,20,20,0,35.652,neutral stop,high,14.859,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,ALO,Aston Martin,2,23,HARD,MEDIUM,2,20,20,0,35.548,neutral stop,high,20.689,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,ANT,Mercedes,1,22,MEDIUM,HARD,22,1,1,0,,neutral stop,low,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,BEA,Haas F1 Team,1,16,MEDIUM,HARD,16,16,19,-3,1.313,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,BOR,Audi,1,22,MEDIUM,HARD,22,11,10,1,58.722,gained after stop,medium,28.411,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,BOT,Cadillac,1,19,HARD,MEDIUM,19,22,21,1,24.952,gained after stop,high,21.493,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,COL,Alpine,1,17,MEDIUM,HARD,17,14,17,-3,3.24,lost after stop,high,0.434,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,GAS,Alpine,1,22,MEDIUM,HARD,22,4,7,-3,76.25,lost after stop,medium,50.77,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,HAD,Red Bull Racing,1,19,MEDIUM,HARD,19,10,15,-5,5.353,lost after stop,high,3.776,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,HAM,Ferrari,1,22,MEDIUM,HARD,22,2,4,-2,74.624,lost after stop,low,52.632,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,HUL,Audi,1,23,MEDIUM,HARD,23,9,12,-3,,lost after stop,high,,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,LAW,Racing Bulls,1,22,MEDIUM,HARD,22,10,9,1,59.254,gained after stop,medium,29.218,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,LEC,Ferrari,1,17,MEDIUM,HARD,17,5,7,-2,3.435,lost after stop,medium,0.206,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,LIN,Racing Bulls,1,18,MEDIUM,HARD,18,12,16,-4,2.538,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,NOR,McLaren,1,16,MEDIUM,HARD,16,6,8,-2,4.111,lost after stop,medium,0.403,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,OCO,Haas F1 Team,1,19,MEDIUM,HARD,19,9,14,-5,6.193,lost after stop,high,3.183,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,PER,Cadillac,1,21,MEDIUM,HARD,21,18,18,0,20.776,neutral stop,high,10.235,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,PIA,McLaren,1,18,MEDIUM,HARD,18,2,6,-4,3.777,lost after stop,medium,0.612,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,RUS,Mercedes,1,21,MEDIUM,HARD,21,2,3,-1,45.376,lost after stop,low,43.488,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,SAI,Williams,1,22,MEDIUM,HARD,22,12,15,-3,56.807,lost after stop,high,26.41,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,STR,Aston Martin,1,21,MEDIUM,HARD,21,19,19,0,20.283,neutral stop,high,7.083,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,STR,Aston Martin,2,24,HARD,MEDIUM,3,19,19,0,59.002,neutral stop,high,49.585,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-03-suzuka,VER,Red Bull Racing,1,22,MEDIUM,HARD,22,6,8,-2,76.647,lost after stop,medium,50.452,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,ALB,Williams,1,27,MEDIUM,HARD,27,11,12,-1,4.669,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,ALO,Aston Martin,1,41,MEDIUM,SOFT,41,15,16,-1,4.435,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,ANT,Mercedes,1,26,MEDIUM,HARD,26,2,2,0,5.214,neutral stop,low,0.122,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,BEA,Haas F1 Team,1,26,MEDIUM,HARD,26,12,13,-1,3.661,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,BOR,Audi,1,32,MEDIUM,HARD,32,12,13,-1,3.982,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,BOT,Cadillac,1,6,MEDIUM,SOFT,6,18,18,0,81.757,neutral stop,high,42.285,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,BOT,Cadillac,2,21,SOFT,MEDIUM,15,17,18,-1,3.458,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,BOT,Cadillac,3,30,MEDIUM,MEDIUM,9,18,18,0,6.613,neutral stop,high,1.886,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,COL,Alpine,1,31,MEDIUM,HARD,31,7,8,-1,4.219,lost after stop,medium,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,HAM,Ferrari,1,27,MEDIUM,HARD,27,6,8,-2,4.22,lost after stop,medium,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,HUL,Audi,1,1,MEDIUM,MEDIUM,1,22,22,0,0.0,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,LEC,Ferrari,1,21,MEDIUM,HARD,21,5,10,-5,6.16,lost after stop,medium,0.771,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,LIN,Racing Bulls,1,28,MEDIUM,HARD,28,14,15,-1,3.458,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,NOR,McLaren,1,27,MEDIUM,HARD,27,1,2,-1,6.391,lost after stop,low,0.669,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,OCO,Haas F1 Team,1,31,MEDIUM,HARD,31,10,12,-2,3.804,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,PER,Cadillac,1,29,MEDIUM,HARD,29,15,16,-1,4.101,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,PIA,McLaren,1,28,MEDIUM,HARD,28,4,7,-3,3.958,lost after stop,medium,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,RUS,Mercedes,1,20,MEDIUM,HARD,20,6,10,-4,4.584,lost after stop,medium,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,SAI,Williams,1,28,MEDIUM,HARD,28,9,11,-2,4.098,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,STR,Aston Martin,1,21,MEDIUM,SOFT,21,18,17,1,4.724,gained after stop,high,0.0,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,STR,Aston Martin,2,37,SOFT,SOFT,16,17,17,0,4.027,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,VER,Red Bull Racing,1,6,MEDIUM,HARD,6,8,16,-8,95.501,lost after stop,high,48.246,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,ALO,Aston Martin,1,20,SOFT,SOFT,20,15,17,-2,16.476,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,ANT,Mercedes,1,31,SOFT,MEDIUM,31,1,1,0,47.081,neutral stop,low,3.553,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BEA,Haas F1 Team,1,30,SOFT,MEDIUM,30,11,11,0,57.971,neutral stop,high,1.63,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BOR,Audi,1,2,INTERMEDIATE,SOFT,2,20,19,1,33.154,gained after stop,high,3.51,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BOR,Audi,2,18,SOFT,MEDIUM,16,16,17,-1,17.985,lost after stop,high,1.281,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BOT,Cadillac,1,3,INTERMEDIATE,SOFT,3,21,21,0,29.793,neutral stop,high,2.114,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BOT,Cadillac,2,9,SOFT,MEDIUM,6,21,21,0,19.107,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BOT,Cadillac,3,29,MEDIUM,SOFT,20,19,18,1,42.674,gained after stop,high,1.023,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BOT,Cadillac,4,49,SOFT,MEDIUM,20,16,16,0,40.86,neutral stop,high,1.462,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,COL,Alpine,1,30,MEDIUM,HARD,30,6,6,0,41.19,neutral stop,medium,9.378,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,GAS,Alpine,1,30,MEDIUM,HARD,30,8,8,0,38.499,neutral stop,medium,3.235,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,HAD,Red Bull Racing,1,31,SOFT,MEDIUM,31,4,4,0,43.248,neutral stop,low,2.212,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,HAD,Red Bull Racing,2,52,MEDIUM,SOFT,21,5,5,0,34.969,neutral stop,low,1.142,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,HAD,Red Bull Racing,3,62,SOFT,SOFT,10,5,5,0,25.431,neutral stop,low,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,HAM,Ferrari,1,31,SOFT,MEDIUM,31,3,3,0,48.69,neutral stop,low,1.855,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,HUL,Audi,1,2,INTERMEDIATE,SOFT,2,18,17,1,28.809,gained after stop,high,3.397,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,HUL,Audi,2,20,SOFT,MEDIUM,18,14,14,0,23.392,neutral stop,high,0.609,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,LAW,Racing Bulls,1,30,MEDIUM,SOFT,30,7,7,0,37.428,neutral stop,medium,3.679,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,LEC,Ferrari,1,31,SOFT,MEDIUM,31,5,5,0,50.458,neutral stop,low,1.296,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,NOR,McLaren,1,2,INTERMEDIATE,MEDIUM,2,13,14,-1,24.526,lost after stop,high,3.961,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,NOR,McLaren,2,15,MEDIUM,MEDIUM,13,14,14,0,21.624,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,OCO,Haas F1 Team,1,16,SOFT,MEDIUM,16,16,17,-1,20.58,lost after stop,high,0.854,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,OCO,Haas F1 Team,2,30,MEDIUM,SOFT,14,15,15,0,53.163,neutral stop,high,0.84,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,PER,Cadillac,1,2,INTERMEDIATE,SOFT,2,21,20,1,28.513,gained after stop,high,2.551,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,PER,Cadillac,2,15,SOFT,MEDIUM,13,18,18,0,17.874,neutral stop,high,0.75,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,PER,Cadillac,3,29,MEDIUM,SOFT,14,17,16,1,37.411,gained after stop,high,4.359,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
